archived_dd_flmd,sans_dir,date_file_modified,airtable_title,exclude
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SensorData_v3/v3_SFA_SpatialStudy_2021_SensorData/v3_SPS_Sensor_dd.csv,/SFA_SpatialStudy_2021_SensorData_v3/v3_SFA_SpatialStudy_2021_SensorData/v3_SPS_Sensor_dd.csv,2024-06-07,Spatial Study 2021 Sensor Data v3,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SFA_SpatialStudy_2021_SensorData_v3/v3_SFA_SpatialStudy_2021_SensorData/v3_SPS_Sensor_flmd.csv,/SFA_SpatialStudy_2021_SensorData_v3/v3_SFA_SpatialStudy_2021_SensorData/v3_SPS_Sensor_flmd.csv,2024-06-07,Spatial Study 2021 Sensor Data v3,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/Son_et_al_2022_Denitrification_Data_Package/Son_et_al_2022_Denitrification_Data_Package/denitrification_dd.csv,/Son_et_al_2022_Denitrification_Data_Package/Son_et_al_2022_Denitrification_Data_Package/denitrification_dd.csv,2023-04-14,,TRUE
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/Son_et_al_2022_Denitrification_Data_Package/Son_et_al_2022_Denitrification_Data_Package/denitrification_flmd.csv,/Son_et_al_2022_Denitrification_Data_Package/Son_et_al_2022_Denitrification_Data_Package/denitrification_flmd.csv,2023-04-14,,TRUE
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/Son_et_al_2022_Respiration_Data_Package/Son_et_al_2022_Respiration_Data_Package/respiration_dd.csv,/Son_et_al_2022_Respiration_Data_Package/Son_et_al_2022_Respiration_Data_Package/respiration_dd.csv,2023-03-10,,TRUE
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/Son_et_al_2022_Respiration_Data_Package/Son_et_al_2022_Respiration_Data_Package/respiration_flmd.csv,/Son_et_al_2022_Respiration_Data_Package/Son_et_al_2022_Respiration_Data_Package/respiration_flmd.csv,2023-03-10,,TRUE
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSF_Data_Package/SSF_Data_Package/SSF_dd.csv,/SSF_Data_Package/SSF_Data_Package/SSF_dd.csv,2023-10-30,Schneider Springs,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSF_Data_Package/SSF_Data_Package/SSF_flmd.csv,/SSF_Data_Package/SSF_Data_Package/SSF_flmd.csv,2023-11-06,Schneider Springs,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_dd.csv,/SSS_Data_Package/SSS_Data_Package/SSS_dd.csv,2023-04-07,Spatial Study 2022 v1 (extra data not in ICON-ModEx),
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv,/SSS_Data_Package/SSS_Data_Package/SSS_flmd.csv,2023-04-12,Spatial Study 2022 v1 (extra data not in ICON-ModEx),
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_dd.csv,/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_dd.csv,2023-08-22,Spatial Study 2022 v2,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv,/SSS_Data_Package_v2/v2_SSS_Data_Package/v2_SSS_flmd.csv,2023-08-28,Spatial Study 2022 v2,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_dd.csv,/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_dd.csv,2024-10-10,Spatial Study 2022 v3,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv,/SSS_Data_Package_v3/v3_SSS_Data_Package/v3_SSS_flmd.csv,2024-09-26,Spatial Study 2022 v3,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_dd.csv,/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_dd.csv,2023-06-27,SSS Stream metabolizer (ERsed),
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv,/SSS_Ecosystem_Respiration_Data_Package/SSS_Ecosystem_Respiration_Data_Package/SSS_ER_flmd.csv,2023-06-29,SSS Stream metabolizer (ERsed),
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/Wenas_Data_Package/Wenas_Data_Package/YRBT_dd.csv,/Wenas_Data_Package/Wenas_Data_Package/YRBT_dd.csv,2023-07-17,Wenas Creek Monthly Sampling (Lab Analyses Only); maybe also sensor,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/Wenas_Data_Package/Wenas_Data_Package/YRBT_flmd.csv,/Wenas_Data_Package/Wenas_Data_Package/YRBT_flmd.csv,2023-07-17,Wenas Creek Monthly Sampling (Lab Analyses Only); maybe also sensor,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_AV1_Data_Package/WHONDRS_AV1_Data_Package/WHONDRS_AV1_dd.csv,/WHONDRS_AV1_Data_Package/WHONDRS_AV1_Data_Package/WHONDRS_AV1_dd.csv,2025-03-21,Allison Veach AV1,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_AV1_Data_Package/WHONDRS_AV1_Data_Package/WHONDRS_AV1_flmd.csv,/WHONDRS_AV1_Data_Package/WHONDRS_AV1_Data_Package/WHONDRS_AV1_flmd.csv,2025-03-21,Allison Veach AV1,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_DBP_Data_Package/WHONDRS_DBP_Data_Package/DBP_dd.csv,/WHONDRS_DBP_Data_Package/WHONDRS_DBP_Data_Package/DBP_dd.csv,2023-04-05,Disinfection Byproducts (Laura Leonard),
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_DBP_Data_Package/WHONDRS_DBP_Data_Package/DBP_flmd.csv,/WHONDRS_DBP_Data_Package/WHONDRS_DBP_Data_Package/DBP_flmd.csv,2023-04-05,Disinfection Byproducts (Laura Leonard),
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_S19S_Sediment_v8/v8_WHONDRS_S19S_Sediment/v6_dd.csv,/WHONDRS_S19S_Sediment_v8/v8_WHONDRS_S19S_Sediment/v6_dd.csv,2023-08-28,S19S Sediment v8,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_S19S_Sediment_v8/v8_WHONDRS_S19S_Sediment/v6_flmd.csv,/WHONDRS_S19S_Sediment_v8/v8_WHONDRS_S19S_Sediment/v6_flmd.csv,2023-08-28,S19S Sediment v8,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_S19S_SW_v6/v6_WHONDRS_S19S_SW/v3_dd.csv,/WHONDRS_S19S_SW_v6/v6_WHONDRS_S19S_SW/v3_dd.csv,2023-08-28,S19S SW v6,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_S19S_SW_v6/v6_WHONDRS_S19S_SW/v3_flmd.csv,/WHONDRS_S19S_SW_v6/v6_WHONDRS_S19S_SW/v3_flmd.csv,2023-08-28,S19S SW v6,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_dd.csv,/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_dd.csv,2022-11-07,St Lawrence Water,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_flmd.csv,/WHONDRS_STL_Data_Package/WHONDRS_STL_Data_Package/WHONDRS_STL_flmd.csv,2022-11-07,St Lawrence Water,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_dd.csv,/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_dd.csv,2025-04-17,St Lawrence Water v2,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_flmd.csv,/WHONDRS_STL_Data_Package_v2/v2_WHONDRS_STL_Data_Package/v2_WHONDRS_STL_flmd.csv,2025-04-17,St Lawrence Water v2,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL_dd.csv,/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL_dd.csv,2022-10-27,WROL 2019/2020,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL_flmd.csv,/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL2019_Data_Package/WHONDRS_WROL_flmd.csv,2022-10-27,WROL 2019/2020,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_WROL2019_Data_Package_v2/WHONDRS_WROL2019_Data_Package_v2/v2_WHONDRS_WROL_flmd.csv,/WHONDRS_WROL2019_Data_Package_v2/WHONDRS_WROL2019_Data_Package_v2/v2_WHONDRS_WROL_flmd.csv,2023-07-10,WROL v2: site coords correction (EAS-PUM). See geospatial data package,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_WROL2019_Data_Package_v2/WHONDRS_WROL2019_Data_Package_v2/WHONDRS_WROL_dd.csv,/WHONDRS_WROL2019_Data_Package_v2/WHONDRS_WROL2019_Data_Package_v2/WHONDRS_WROL_dd.csv,2022-10-27,WROL v2: site coords correction (EAS-PUM). See geospatial data package,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_WROL2019_Data_Package_v3/v3_WHONDRS_WROL2019_Data_Package/v2_WHONDRS_WROL_dd.csv,/WHONDRS_WROL2019_Data_Package_v3/v3_WHONDRS_WROL2019_Data_Package/v2_WHONDRS_WROL_dd.csv,2023-10-03,WROL v3,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_WROL2019_Data_Package_v3/v3_WHONDRS_WROL2019_Data_Package/v3_WHONDRS_WROL_flmd.csv,/WHONDRS_WROL2019_Data_Package_v3/v3_WHONDRS_WROL2019_Data_Package/v3_WHONDRS_WROL_flmd.csv,2023-11-07,WROL v3,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_dd.csv,/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_dd.csv,2022-09-12,Svalbard Water and Sediment,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_flmd.csv,/WHONDRS_YDE21_Data_Package/WHONDRS_YDE21_data_package/WHONDRS_YDE21_flmd.csv,2022-09-21,Svalbard Water and Sediment,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE21_Data_Package_v2/WHONDRS_YDE21_Data_Package_v2/WHONDRS_YDE21_dd.csv,/WHONDRS_YDE21_Data_Package_v2/WHONDRS_YDE21_Data_Package_v2/WHONDRS_YDE21_dd.csv,2022-09-12,Svalbard YDE21 7T ICR data,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_dd.csv,/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_dd.csv,2023-04-04,Svalbard (YDE) 22,
Z:/00_ESSDIVE/01_Study_DPs/00_ARCHIVE-WHEN-PUBLISHED/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_flmd.csv,/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_Data_Package/WHONDRS_YDE22_flmd.csv,2023-04-05,Svalbard (YDE) 22,
